p_id,long,lat,end_datetime,age,gender,education,race,income,storm_system,storm_rec_warn,rec_subscribe,wthr_info_web,wthr_info_govweb,wthr_info_loctv,wthr_info_cabtv,wthr_info_radio,wthr_info_fam,wthr_info_soc,wthr_info_phone
R3CAPH65,-98.3222,35.63724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3CAPH6634,-99.389535,36.336242,1465993745,69,0,4,1,NA,1,NA,Neither agree nor disagree,NA,Never,Several times a day,Never,Several times a day,Several times per week,Never,Never
R3CAPH6743,-99.470736,36.420731,1465493114,74,0,4,6,2.50E+04,1,NA,Agree,Several times a day,Never,Several times a day,Several times per week,About once a day,Several times a day,Several times a day,About once a day
R3CAPH6748,-99.479676,36.434021,1465400258,73,0,3,1,3.20E+04,1,NA,Agree,Never,Never,Several times a day,Several times a day,Less than once per week,Less than once per week,About once per week,About once per week
R3CAPH6847,-99.359591,36.361883,1465398003,59,1,4,1,8.50E+04,1,NA,Strongly agree,Several times per week,Never,About once per week,Less than once per week,Several times per week,About once a day,Never,About once a day
R3CAPH6950,-99.281827,36.372741,1466798228,75,0,2,1,3.50E+04,1,NA,Disagree,Never,Never,About once a day,Several times a day,Less than once per week,About once per week,Never,About once a day
R3CAPH6985,-99.484396,36.41385,1468341516,56,0,2,1,2.50E+04,1,NA,Strongly disagree,Several times per week,Never,Several times a day,Never,Several times a day,Several times a day,Never,Several times a day
R3CAPH7,-98.320809,35.630021,1465430213,64,0,2,1,4.00E+04,1,2,Agree,NA,Never,Several times per week,Several times per week,Several times a day,Several times per week,Less than once per week,About once a day
R3CAPH7081,-99.402281,36.384868,1465444576,41,0,6,1,5.00E+04,1,NA,Disagree,Several times per week,Less than once per week,Less than once per week,Never,Less than once per week,Less than once per week,Never,Several times per week
R3CAPH7495,-99.389228,36.472921,1466107088,64,0,7,1,NA,1,NA,Strongly agree,Several times per week,About once per week,NA,Several times a day,NA,Less than once per week,Never,Less than once per week
R3CAPH7542,-99.384536,36.422433,1467248088,53,1,3,1,6.50E+04,1,NA,Strongly disagree,About once per week,Never,About once a day,About once per week,Several times a day,About once per week,About once per week,Less than once per week
R3CAPH8002,-99.411238,36.414604,1468360351,58,0,2,1,1.20E+05,1,NA,Strongly agree,About once per week,Several times per week,Several times a day,Never,Less than once per week,Several times per week,About once per week,Several times per week
R3CAPH8011,-99.398879,36.426343,1465651390,49,0,6,1,8.00E+04,1,NA,Agree,Never,Less than once per week,Several times a day,Less than once per week,Less than once per week,Less than once per week,Never,Less than once per week
R3CAPH8158,-99.40156,36.41784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3CAPH8163,-99.403605,36.416561,1467238607,55,0,6,1,7.20E+04,1,NA,Strongly disagree,Never,Never,About once a day,Less than once per week,Never,Several times per week,Never,Never
R3CAPH8318,-99.374761,36.416803,1465412191,44,1,6,1,7.00E+04,1,NA,Somewhat agree,About once a day,Less than once per week,About once a day,About once a day,Never,About once per week,Several times per week,About once a day
R3CAPH8359,-99.376512,36.412354,1465563928,58,0,3,1,4.00E+04,1,NA,Agree,Several times a day,Never,About once a day,Less than once per week,Never,Several times per week,Less than once per week,Several times a day
R3CAPH8406,-99.37737,36.412565,1466097376,71,1,7,1,1.50E+05,1,NA,Agree,NA,NA,Several times a day,Several times a day,About once per week,About once per week,Never,Several times a day
R3CAPH8416,-99.376668,36.414101,1465920278,54,0,6,1,3.00E+04,1,NA,Agree,About once a day,About once a day,About once per week,Less than once per week,Several times a day,Several times per week,NA,Several times a day
R3CAPH8511,-99.411162,36.407398,1467413558,79,0,4,1,NA,1,NA,Strongly agree,Less than once per week,Never,Several times a day,Several times a day,Never,NA,Never,Several times a day
R3CAPH8578,-99.398879,36.426343,1466633204,38,0,7,1,1.50E+05,1,NA,Neither agree nor disagree,About once per week,Never,Less than once per week,Less than once per week,Less than once per week,Several times per week,Less than once per week,About once per week
R3CAPH8601,-99.380477,36.408021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3CAPH8609,-99.37956,36.40267,1465409999,60,0,3,1,1.00E+05,1,NA,Disagree,Several times a day,Never,Several times a day,About once per week,Several times a day,About once a day,Several times a day,Never
R3CAPH8647,-99.424731,36.41081,1467171622,38,0,6,1,1.20E+05,1,NA,Agree,Never,Never,About once a day,Never,Less than once per week,About once per week,About once a day,About once a day
R3CAPH8651,-99.384761,36.400103,1465684537,73,1,5,1,7.40E+04,1,NA,Agree,Less than once per week,NA,NA,About once a day,NA,NA,NA,Several times a day
R3CAPH9106,-99.26875,36.01139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3CAPH92,-98.31882,35.63542,1466972821,35,0,4,1,3.20E+04,1,0,Strongly disagree,Several times per week,Never,Less than once per week,Never,Never,Less than once per week,Several times per week,Several times per week
R3CAPH9224,-98.916827,36.216102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3CAPH9597,-99.20879,36.43294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3CAPH9714,-99.198737,36.43578,1468323925,66,1,6,1,5.00E+04,1,NA,Disagree,About once per week,Never,About once a day,Never,About once a day,About once a day,Never,About once a day
R3CAPH9833,-99.20859,36.43509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3CAPH9895,-99.20573,36.44557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3CAPH9900,-99.20573,36.44766,1469049030,52,0,4,1,1.30E+05,1,NA,Strongly agree,Less than once per week,Less than once per week,Several times a day,Several times per week,Never,About once per week,Several times a day,Several times per week
R3KINM49706,-95.635652,34.869424,1467124237,50,1,4,1,5.00E+04,1,1,Agree,NA,NA,NA,NA,NA,NA,NA,Several times a day
R3KINM49871,-95.620597,34.232494,1466881014,77,1,4,1,2.90E+04,1,NA,Disagree,Never,Never,About once a day,Several times per week,Never,Never,Never,Less than once per week
R3KINM49884,-95.779106,34.204768,1466715958,64,1,2,1,2.00E+04,2,1,Disagree,Never,Never,Several times a day,Never,Never,Never,Never,Never
R3KINM51080,-95.637628,34.214732,1466026641,51,0,6,1,1.00E+05,1,NA,Somewhat agree,Less than once per week,Never,Several times per week,Never,About once a day,Several times per week,Several times per week,About once a day
R3KINM51289,-95.709701,34.231069,1467480707,73,0,4,3,1.50E+04,1,NA,Disagree,About once per week,Never,Several times a day,Never,Never,About once per week,Never,Never
R3KINM52313,-96.12928,34.374793,1465788600,37,0,2,1,4.00E+04,2,1,Neither agree nor disagree,Several times a day,Never,About once per week,Never,About once a day,Several times per week,Never,Less than once per week
R3KINM52695,-95.278628,34.63384,1466877667,60,1,4,3,3.00E+04,1,1,Strongly agree,About once a day,Never,About once a day,About once per week,Never,Less than once per week,Several times per week,About once a day
R3KINM54626,-95.686037,34.423483,1465495426,62,1,2,1,2.80E+04,1,NA,Disagree,Less than once per week,Less than once per week,About once a day,Never,Less than once per week,Never,Never,Never
R3KINM56795,-95.191424,34.083633,1467159962,36,0,7,1,34056,2,2,Strongly agree,Never,Never,About once per week,Less than once per week,Less than once per week,NA,Never,Never
R3KINM58220,-95.462489,33.988194,1466402111,55,0,7,1,6.00E+04,2,NA,Strongly disagree,About once per week,Never,Less than once per week,Less than once per week,About once per week,Less than once per week,Never,Never
R3KINM58238,-95.441754,33.982668,1465673463,60,1,2,1,2.90E+04,2,1,Strongly agree,Less than once per week,Never,About once a day,About once a day,Less than once per week,Never,Less than once per week,Less than once per week
R3KINM58968,-95.506421,33.99991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KINM59778,-95.513067,34.008891,1468289359,85,0,2,1,1.70E+04,2,1,Strongly disagree,Never,Never,About once a day,About once a day,Never,About once a day,Never,Never
R3KINM59958,-95.317229,34.035582,1465489377,60,1,4,1,7.00E+04,2,NA,Agree,About once per week,Several times per week,Never,Several times per week,About once per week,Several times per week,Several times per week,Never
R3KINM60056,-95.69368,34.03307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KINM60953,-94.69948,34.90462,1465910294,52,1,2,1,NA,1,1,Disagree,Several times a day,Several times a day,Never,Several times per week,Several times per week,Several times a day,Less than once per week,Several times per week
R3KINO49812,-95.09967,34.66276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KINO54992,-95.239279,34.290191,1465508518,57,0,3,1,3.40E+04,1,0,Neither agree nor disagree,About once per week,Never,About once a day,Never,Never,Less than once per week,Less than once per week,Never
R3KIPH49913,-95.620597,34.232494,1465543386,68,1,4,1,6.00E+04,1,NA,Disagree,Less than once per week,Never,Several times a day,Less than once per week,Never,Less than once per week,Never,Never
R3KIPH49927,-95.620597,34.232494,1465399035,75,0,2,1,5.00E+04,1,1,Strongly disagree,Never,Never,About once a day,About once a day,Never,Never,Never,Less than once per week
R3KIPH50005,-95.724152,34.171235,1467253517,64,0,4,1,4.00E+04,1,NA,Strongly agree,About once a day,Less than once per week,About once a day,Several times per week,Never,About once a day,Several times a day,Less than once per week
R3KIPH50114,-95.62473,34.233508,1467404641,75,0,2,1,NA,1,NA,Disagree,Never,Never,Several times a day,Several times a day,Never,Less than once per week,Never,Never
R3KIPH50243,-95.62135,34.23613,1466101815,62,0,8,1,2.20E+05,1,0,Strongly disagree,About once a day,Never,Less than once per week,Never,Never,About once per week,Several times per week,About once a day
R3KIPH50271,-95.61432,34.2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH50281,-95.615981,34.235883,1467337396,80,0,2,1,3.50E+04,1,NA,Disagree,Never,Never,Several times a day,About once per week,Never,Never,Never,Never
R3KIPH50283,-95.615388,34.239277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH50286,-95.615371,34.239328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH50297,-95.616348,34.239841,1467921755,69,0,5,1,3.30E+04,1,2,Strongly disagree,Less than once per week,Less than once per week,Less than once per week,About once a day,Never,About once per week,Never,Never
R3KIPH50333,-95.614099,34.234811,1467069943,70,0,4,1,1.40E+04,1,NA,Strongly agree,About once per week,Never,About once a day,About once a day,Less than once per week,Less than once per week,Several times a day,Several times a day
R3KIPH50359,-95.613024,34.237559,1466871108,53,0,2,3,2.00E+04,1,NA,Agree,About once a day,Never,Several times a day,About once a day,Never,Several times per week,Several times per week,About once per week
R3KIPH50366,-95.611795,34.235651,1467242533,83,0,4,6,3.00E+04,1,NA,Neither agree nor disagree,Never,Never,Several times a day,Several times a day,Never,Several times per week,Never,Several times per week
R3KIPH50374,-95.61211,34.23743,1466974712,39,1,2,1,11500,1,0,Disagree,Several times a day,Never,Never,Never,Never,Less than once per week,About once a day,Several times a day
R3KIPH50455,-95.609502,34.234068,1465838823,80,1,6,1,3.00E+04,1,0,Neither agree nor disagree,Several times a day,Several times a day,About once a day,Never,Never,About once per week,Never,Never
R3KIPH50478,-95.612428,34.221381,1465416500,49,1,3,1,NA,1,1,Disagree,Less than once per week,Less than once per week,Less than once per week,Never,Less than once per week,About once a day,Several times per week,Never
R3KIPH50778,-95.620597,34.232494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH50920,-95.609768,34.230262,1465771954,77,0,2,1,4.00E+04,1,1,Strongly disagree,Never,Never,About once a day,Several times a day,Never,About once per week,Never,Never
R3KIPH51045,-95.61348,34.22493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH51270,-95.61973,34.23457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH51357,-95.632915,34.230554,1465728621,42,1,6,1,9.00E+04,2,NA,Strongly disagree,Several times a day,Several times a day,Never,Never,Several times a day,About once per week,Never,Never
R3KIPH51442,-95.620597,34.232494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH51498,-95.61973,34.23457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH51613,-95.77914,34.207199,1467748332,64,0,5,1,2.50E+04,1,1,Strongly agree,About once a day,About once a day,Several times a day,Never,Several times a day,Several times a day,Less than once per week,Several times per week
R3KIPH51678,-96.05098,34.54583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH51699,-96.116444,34.334772,1466557980,49,1,6,1,1.10E+05,2,1,Disagree,About once per week,Less than once per week,Several times per week,Less than once per week,About once a day,About once a day,Never,Less than once per week
R3KIPH51705,-96.24479,34.38691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH51796,-96.110549,34.307931,1465405866,50,1,4,1,53500,2,1,Strongly disagree,Several times per week,About once per week,About once a day,Several times per week,About once a day,Several times per week,Several times per week,Less than once per week
R3KIPH51863,-96.125297,34.374702,1468021869,86,0,4,1,2.70E+04,2,1,Agree,Never,Never,About once a day,About once a day,Never,Never,Never,Never
R3KIPH51876,-96.163001,34.309511,1466097735,60,1,4,1,6.50E+04,2,1,Somewhat agree,About once a day,Never,Several times a day,Several times per week,Several times a day,NA,NA,Several times a day
R3KIPH51948,-96.005443,34.271979,1467407834,74,0,6,1,9.00E+04,2,1,Agree,About once a day,Less than once per week,About once a day,NA,NA,NA,NA,About once a day
R3KIPH51986,-95.84599,34.506464,1465851446,73,0,7,1,1.00E+05,2,1,NA,Never,Less than once per week,Several times a day,Several times a day,Never,Several times per week,Never,Never
R3KIPH52532,-95.817077,34.229252,1466398870,58,0,6,1,2.20E+04,2,NA,Agree,Less than once per week,Never,About once per week,NA,Several times per week,Never,Never,Several times a day
R3KIPH52849,-95.680157,34.54206,1466715177,78,0,4,1,6.50E+04,2,1,Strongly disagree,Never,Never,Several times a day,About once a day,Never,Never,Never,About once a day
R3KIPH52875,-95.500644,34.328601,1467251038,49,0,3,1,1.20E+04,1,NA,Neither agree nor disagree,Never,Never,Never,Never,Less than once per week,About once per week,Never,Never
R3KIPH52879,-95.500644,34.328601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH53276,-95.567413,34.854577,1467818090,75,0,4,1,2.50E+04,1,NA,Somewhat agree,NA,About once a day,Several times a day,About once a day,Several times a day,Several times per week,About once a day,About once a day
R3KIPH53278,-95.56322,34.85313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH53303,-95.552392,34.849183,1465657250,66,1,6,2,1.10E+05,1,2,Agree,About once per week,Less than once per week,Several times a day,About once per week,Less than once per week,About once a day,Never,About once a day
R3KIPH53317,-95.55629,34.851163,1467761790,53,1,6,6,1.40E+04,1,NA,Somewhat agree,Several times a day,Less than once per week,Less than once per week,Several times per week,Less than once per week,About once per week,Never,Never
R3KIPH53405,-95.554483,34.846507,1466877986,78,1,2,1,5.50E+04,1,1,Disagree,Never,Never,Several times a day,Several times a day,Never,Never,Never,Never
R3KIPH53485,-95.56016,34.84603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH53490,-95.55686,34.843674,1465423166,59,1,4,6,2.40E+04,1,0,Strongly disagree,Less than once per week,Never,About once a day,About once a day,Never,Never,Never,Never
R3KIPH53571,-95.554274,34.843197,1465410762,62,1,2,1,14400,1,1,Agree,About once a day,About once a day,Several times a day,Never,NA,About once per week,Never,About once a day
R3KIPH53578,-95.54981,34.841794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH53608,-95.571055,34.84463,1466275985,77,0,2,1,15600,1,1,Somewhat disagree,Never,Never,Several times a day,Never,Never,Less than once per week,Never,Never
R3KIPH53617,-95.56667,34.84453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH53645,-95.561,34.84271,1468797667,36,0,7,2,4.60E+04,1,NA,Strongly agree,Several times per week,Never,About once a day,Less than once per week,Several times a day,Several times a day,Several times a day,Several times a day
R3KIPH53728,-95.545328,34.869472,1467064905,71,0,7,3,22900,1,NA,Disagree,Never,Never,Several times a day,Several times per week,About once per week,About once per week,Never,About once per week
R3KIPH53821,-95.538963,34.847742,1465400449,63,0,4,3,4.80E+04,1,NA,Agree,About once per week,NA,About once a day,NA,NA,Several times per week,NA,Several times a day
R3KIPH53828,-95.562691,34.832998,1467583459,78,0,6,1,9.00E+04,1,NA,Agree,Several times per week,Never,About once a day,About once a day,About once per week,NA,Less than once per week,NA
R3KIPH54001,-95.54421,34.89648,1468618985,78,0,6,6,NA,1,NA,Strongly agree,Several times a day,Never,Several times a day,Several times a day,Never,Several times a day,Never,Never
R3KIPH54179,-95.898854,34.718517,1465830626,47,0,7,1,6.00E+04,1,1,Somewhat agree,About once a day,About once a day,Several times a day,Several times a day,Several times a day,Several times per week,Never,Several times a day
R3KIPH54262,-95.892075,34.722677,1467896272,46,0,6,3,2.00E+05,1,NA,Agree,Less than once per week,Never,About once a day,Never,About once per week,About once a day,Several times a day,Several times a day
R3KIPH54316,-95.90799,34.718636,1468620788,56,0,6,1,1.20E+04,1,NA,Strongly agree,Several times a day,Several times per week,Several times per week,About once per week,Less than once per week,Several times a day,About once a day,About once a day
R3KIPH54320,-95.902542,34.722509,1465571860,83,0,5,1,2.80E+04,1,NA,Strongly disagree,Several times per week,Less than once per week,About once a day,Less than once per week,Never,Several times per week,Less than once per week,Never
R3KIPH54493,-95.93292,34.229322,1466979229,62,0,2,1,5.50E+04,2,2,Neither agree nor disagree,About once a day,About once per week,Several times per week,Several times per week,About once a day,About once a day,Never,Never
R3KIPH54511,-95.996163,34.272915,1467484919,82,0,6,1,2.50E+04,2,1,Disagree,Never,Never,About once a day,About once a day,Never,About once a day,Never,Never
R3KIPH54514,-95.93292,34.229322,1466100994,68,0,4,1,3.20E+04,2,1,Agree,About once per week,About once a day,About once a day,Several times per week,Less than once per week,Several times per week,Several times a day,Several times a day
R3KIPH54668,-95.686037,34.423483,1465610153,53,1,5,1,7.50E+04,1,NA,Disagree,About once a day,Several times per week,About once a day,Several times per week,Several times per week,Several times per week,Never,Never
R3KIPH55123,-95.84599,34.506464,1467855882,50,0,6,1,5.00E+04,2,1,Disagree,Several times a day,Never,About once a day,Several times per week,Never,Less than once per week,About once a day,Several times a day
R3KIPH55212,-96.046261,34.782088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH55263,-95.039748,34.753382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH55292,-95.04909,34.75423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH55349,-94.92025,34.696528,1465566408,54,0,6,1,9.00E+04,1,0,Somewhat agree,About once a day,Less than once per week,About once per week,Less than once per week,Never,Less than once per week,Never,Never
R3KIPH55448,-94.96165,34.766573,1465909509,70,0,NA,1,7.50E+04,1,NA,Strongly disagree,Less than once per week,Never,About once a day,About once a day,Less than once per week,Several times per week,About once a day,Never
R3KIPH55496,-95.032898,34.74803,1466803126,69,0,4,1,1.60E+04,1,1,Strongly agree,Never,Never,About once a day,About once a day,Never,Never,Never,Never
R3KIPH55597,-95.241032,34.696025,1467586501,70,1,6,1,1.00E+05,1,NA,Disagree,Never,Never,Several times a day,Never,About once per week,About once per week,Never,Never
R3KIPH55666,-95.076445,34.754707,1466876954,71,0,3,1,NA,1,NA,Strongly agree,Several times a day,Never,Several times per week,NA,Never,NA,About once per week,Never
R3KIPH55943,-95.039748,34.753382,1465862817,62,1,7,1,7.00E+04,1,0,Strongly disagree,Less than once per week,About once a day,Several times per week,Never,Less than once per week,About once per week,Never,Less than once per week
R3KIPH56054,-95.313879,34.723054,1467584033,72,0,5,3,NA,1,NA,Strongly agree,Never,Never,Several times a day,Never,Several times per week,Several times per week,Never,Several times per week
R3KIPH56113,-95.313879,34.723054,1465688427,70,0,6,3,3.50E+04,1,NA,Disagree,Less than once per week,About once a day,Several times per week,Never,Less than once per week,Less than once per week,Never,Never
R3KIPH56239,-96.065998,34.735738,1466976658,92,0,2,1,NA,2,NA,Agree,Never,Several times a day,Several times a day,Never,Never,Several times a day,Never,Several times a day
R3KIPH56262,-96.065998,34.702283,1466106684,66,1,7,1,1.00E+05,1,NA,Strongly disagree,About once per week,Never,Several times a day,Less than once per week,Never,Never,Less than once per week,Never
R3KIPH56275,-96.02884,34.656109,1466105868,66,1,6,1,3.00E+04,2,0,Disagree,About once a day,Never,About once a day,Several times per week,Never,About once a day,Never,About once per week
R3KIPH56335,-95.258524,34.898734,1466881561,76,0,2,6,1.80E+04,1,NA,Agree,About once a day,Never,Several times a day,Never,Never,Less than once per week,Never,About once a day
R3KIPH56337,-95.21719,34.89831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH56439,-95.87093,34.029773,1467073606,62,0,4,1,1.30E+04,2,1,Disagree,Never,Never,Several times per week,Never,Never,About once per week,Never,Less than once per week
R3KIPH56609,-95.87093,34.029773,1466092242,70,0,5,1,2.80E+04,2,1,Strongly disagree,Never,Never,NA,Several times per week,About once a day,About once a day,Several times per week,Several times a day
R3KIPH56659,-95.87093,34.029773,1466874162,83,0,7,2,2.20E+04,2,1,Neither agree nor disagree,Never,Less than once per week,Several times a day,Less than once per week,Never,Less than once per week,Less than once per week,Less than once per week
R3KIPH56777,-95.278164,34.007618,1468469450,63,0,7,3,9.10E+04,2,1,Agree,Never,Never,Several times a day,Less than once per week,About once per week,Less than once per week,Never,About once per week
R3KIPH56936,-95.260807,33.99793,1466442106,69,0,7,1,1.00E+05,2,1,Somewhat agree,Several times a day,Several times a day,About once a day,About once per week,Never,Never,Never,Several times per week
R3KIPH57112,-95.267848,34.014448,1465436257,65,0,3,1,3.00E+04,2,1,Somewhat agree,About once a day,Never,Several times per week,Several times per week,Never,Never,Never,Never
R3KIPH57295,-95.4921,34.098236,1467322790,70,0,2,1,NA,2,1,Strongly disagree,Never,Never,Several times a day,Several times per week,Never,Several times per week,Never,Never
R3KIPH57512,-95.516588,34.019375,1466979257,58,0,4,2,1.60E+04,2,1,Strongly agree,Several times a day,Never,About once a day,Several times a day,Never,About once per week,Never,Several times a day
R3KIPH57518,-95.513851,34.016635,1466961565,56,0,1,1,1.80E+04,2,1,Agree,Never,Never,About once a day,Less than once per week,Less than once per week,Several times per week,Several times per week,About once per week
R3KIPH57590,-95.502425,34.017544,1466107257,65,1,7,1,6.20E+04,2,1,Agree,NA,NA,About once a day,NA,NA,NA,NA,Several times a day
R3KIPH57598,-95.504917,34.0163,1466876676,74,1,5,1,4.50E+04,2,1,Agree,Less than once per week,Never,Several times a day,Several times a day,Never,Never,Never,About once a day
R3KIPH57716,-95.51986,34.01055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH57777,-95.50579,34.01419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH57923,-95.469363,34.07252,1465423606,71,0,6,1,5.00E+04,2,1,Strongly disagree,Less than once per week,About once per week,About once a day,Several times per week,Less than once per week,About once per week,Less than once per week,About once a day
R3KIPH57946,-95.507328,34.012429,1466971972,58,0,2,1,1.50E+04,2,1,Agree,Several times a day,Never,Several times a day,Several times a day,About once a day,Several times a day,Several times a day,Never
R3KIPH57981,-95.511283,34.012308,1466718174,64,0,4,1,1.60E+04,2,1,NA,Several times per week,Several times per week,Several times per week,Several times per week,Never,Never,Never,Never
R3KIPH57982,-95.51131,34.012308,1466906546,74,0,4,1,NA,2,1,Strongly disagree,Several times a day,Never,Several times a day,Several times a day,Never,About once a day,About once a day,About once a day
R3KIPH58062,-95.501031,34.009567,1466354427,73,1,6,1,7.50E+04,2,1,Agree,Several times a day,Never,Less than once per week,NA,About once per week,NA,Never,Less than once per week
R3KIPH58063,-95.500852,34.009562,1465482072,74,0,7,1,5.50E+04,2,1,Strongly agree,NA,About once a day,Several times a day,NA,Several times per week,Several times per week,Several times per week,Less than once per week
R3KIPH58160,-95.344555,33.939475,1466036210,56,1,2,1,3.00E+04,2,1,Agree,Several times per week,Never,Never,About once a day,About once per week,Several times per week,Never,Less than once per week
R3KIPH58166,-95.44876,33.97897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH58559,-95.608378,34.018849,1467319064,73,1,4,1,3.00E+04,2,1,Somewhat disagree,Never,Never,Never,Several times a day,About once a day,Less than once per week,Never,Less than once per week
R3KIPH58626,-95.53001,34.01133,1466165489,58,0,2,1,8.00E+04,2,1,Agree,Several times per week,Several times per week,About once a day,Less than once per week,Several times a day,Several times per week,Never,Less than once per week
R3KIPH58629,-95.39885,33.899372,1465786355,69,0,2,1,1.60E+04,2,1,Strongly disagree,Several times a day,About once per week,Several times a day,Several times a day,Less than once per week,About once a day,About once a day,Never
R3KIPH58687,-95.317229,34.035582,1465408907,57,0,6,1,3.60E+04,2,1,Agree,NA,NA,NA,NA,NA,Several times per week,Several times per week,About once a day
R3KIPH58717,-95.44043,33.98874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH58741,-95.417172,33.988391,1465397430,56,1,3,1,1.55E+05,2,NA,Disagree,Several times per week,Never,Several times a day,About once per week,Less than once per week,About once per week,Several times per week,About once per week
R3KIPH58899,-95.527599,34.005967,1467074647,77,0,7,2,6.00E+04,2,1,Agree,Never,Never,Never,Several times a day,Never,About once per week,Never,Never
R3KIPH59001,-95.51165,34.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH59189,-95.502535,34.002374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH59207,-95.50677,34.00176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH59358,-95.517065,33.999854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R3KIPH59474,-95.518818,33.998119,1467074858,72,0,1,2,NA,2,1,Disagree,Never,Never,Several times a day,Never,Never,Several times per week,Never,Never
R3KIPH59500,-95.556422,34.027739,1465615939,57,1,7,1,1.50E+05,2,1,Strongly agree,Several times a day,Less than once per week,Several times per week,Several times a day,About once a day,Several times a day,Less than once per week,Several times a day
R3KIPH59574,-95.519565,33.981909,1465416625,68,NA,7,1,9.00E+04,2,1,Disagree,Never,Never,Several times a day,Less than once per week,Never,Never,Never,Never
R3KIPH59605,-95.516114,33.977089,1467073668,77,0,2,1,2.40E+04,2,1,Disagree,Never,Several times a day,Several times a day,Several times a day,Several times a day,About once a day,Never,Never
R3KIPH59626,-95.521434,33.983292,1466192827,54,0,7,1,1.20E+05,2,1,Strongly agree,About once per week,Several times per week,About once a day,About once per week,Never,Less than once per week,Never,Several times a day
